Full Journal Title	Journal Impact Factor
TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY	0.612
International Journal of Climate Change Strategies and Management	0.611
Malawi Medical Journal	0.611
Ocean Science Journal	0.611
STUDIES IN LANGUAGE	0.611
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY	0.610
INTERNATIONAL JOURNAL OF SPORT PSYCHOLOGY	0.610
JOURNAL OF ALGEBRA	0.610
JOURNAL OF FINANCIAL RESEARCH	0.610
MATERIALS SCIENCE-POLAND	0.610
BERLINER UND MUNCHENER TIERARZTLICHE WOCHENSCHRIFT	0.609
DOKLADY CHEMISTRY	0.609
FUNDAMENTA MATHEMATICAE	0.609
GEOMETRIAE DEDICATA	0.609
INTERNATIONAL JOURNAL OF ENGINEERING EDUCATION	0.609
International Journal of Shipping and Transport Logistics	0.609
International Journal of Steel Structures	0.609
JOURNAL OF COMPUTATIONAL ANALYSIS AND APPLICATIONS	0.609
Journal of Forensic Psychology Practice	0.609
Journal of Geosciences	0.609
PAKISTAN JOURNAL OF AGRICULTURAL SCIENCES	0.609
Policy Studies	0.609
REVISTA BRASILEIRA DE CIENCIA DO SOLO	0.609
SOCIAL CHOICE AND WELFARE	0.609
Revista Brasileira de Engenharia Agricola e Ambiental	0.608
AMERICAN CERAMIC SOCIETY BULLETIN	0.607
ANTHROPOZOOLOGICA	0.607
COMMUNIST AND POST-COMMUNIST STUDIES	0.607
Cultura y Educacion	0.607
Journal of Economic Inequality	0.607
MANUSCRIPTA MATHEMATICA	0.607
Historical Studies in the Natural Sciences	0.606
Historical Studies in the Natural Sciences	0.606
IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION	0.606
International Journal of Naval Architecture and Ocean Engineering	0.606
NOISE CONTROL ENGINEERING JOURNAL	0.606
PROGRES EN UROLOGIE	0.606
THEORY AND DECISION	0.606
Complex Analysis and Operator Theory	0.605
European Journal of Special Needs Education	0.605
INDUSTRIAL LUBRICATION AND TRIBOLOGY	0.605
Language Awareness	0.605
Polar-Political and Legal Anthropology Review	0.605
Acoustics Australia	0.604
FINANCE A UVER-CZECH JOURNAL OF ECONOMICS AND FINANCE	0.604
REPORTS ON MATHEMATICAL PHYSICS	0.604
Social Work in Public Health	0.604
HISPANIC JOURNAL OF BEHAVIORAL SCIENCES	0.603
Journal of Forensic Nursing	0.603
Journal of Forensic Nursing	0.603
MATHEMATICAL INEQUALITIES & APPLICATIONS	0.603
New Medit	0.603
PSYCHOANALYTIC DIALOGUES	0.603
RUSSIAN JOURNAL OF ORGANIC CHEMISTRY	0.603
BULLETIN OF THE KOREAN CHEMICAL SOCIETY	0.602
QUARTERLY JOURNAL OF MATHEMATICS	0.602
SEMICONDUCTORS	0.602
British Journal of Occupational Therapy	0.601
British Journal of Occupational Therapy	0.601
JOURNAL OF GRAPH THEORY	0.601
Journal of Central South University	0.601
Journal of Ocean University of China	0.601
Revista Brasileira de Cirurgia Cardiovascular	0.601
AFRICAN ZOOLOGY	0.600
ANNALES BOTANICI FENNICI	0.600
Brain Impairment	0.600
CONTEMPORARY PACIFIC	0.600
Contemporary Political Theory	0.600
Current Bioinformatics	0.600
ENVIRONMENTAL HISTORY	0.600
Heroin Addiction and Related Clinical Problems	0.600
JOURNAL OF BRITISH STUDIES	0.600
Journal of Tropical Meteorology	0.600
Malaysian Journal of Computer Science	0.600
Nebraska Symposium on Motivation	0.600
OPTICAL REVIEW	0.600
Revista Mexicana de Ciencias Pecuarias	0.600
ZEITSCHRIFT FUR ENTWICKLUNGSPSYCHOLOGIE UND PADAGOGISCHE PSYCHOLOGIE	0.600
Acta Orthopaedica et Traumatologica Turcica	0.599
TRANSPORTATION RESEARCH RECORD	0.598
CHIMICA OGGI-CHEMISTRY TODAY	0.597
Chirurgie de la Main	0.597
DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL	0.597
JOURNAL OF MATHEMATICAL ECONOMICS	0.597
JOURNAL OF MATHEMATICAL ECONOMICS	0.597
MECHANICAL ENGINEERING	0.597
Quality Assurance and Safety of Crops & Foods	0.597
RUSSIAN JOURNAL OF NUMERICAL ANALYSIS AND MATHEMATICAL MODELLING	0.597
CANADIAN METALLURGICAL QUARTERLY	0.596
Revista Mexicana de Biodiversidad	0.596
Advances in Electrical and Computer Engineering	0.595
GEOLOGIA CROATICA	0.595
HISTORY OF POLITICAL ECONOMY	0.595
Iranian Journal of Science and Technology-Transactions of Mechanical Engineering	0.595
Journal of the International Phonetic Association	0.595
Latin American Journal of Aquatic Research	0.594
Clinical Gerontologist	0.593
Clinical Gerontologist	0.593
ENTERPRISE & SOCIETY	0.593
ASTRONOMY REPORTS	0.592
Anthropology & Medicine	0.592
Bauingenieur	0.592
German Journal of Agricultural Economics	0.592
HUMAN STUDIES	0.592
JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN	0.592
SCHWEIZER ARCHIV FUR TIERHEILKUNDE	0.592
ARCHIV DER MATHEMATIK	0.591
CANADIAN JOURNAL OF CIVIL ENGINEERING	0.591
PATTERNS OF PREJUDICE	0.591
Annals of Economics and Finance	0.590
Current Proteomics	0.590
JOURNAL OF ZOO AND WILDLIFE MEDICINE	0.590
COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS	0.589
Digital Scholarship in the Humanities	0.589
POLITICKA EKONOMIE	0.589
Studia Logica	0.589
POLITICAL SCIENCE	0.588
Physics and Chemistry of Glasses-European Journal of Glass Science and Technology Part B	0.588
SCIENCE IN CONTEXT	0.588
SCIENCE IN CONTEXT	0.588
CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS	0.586
CROATICA CHEMICA ACTA	0.586
NURSING CLINICS OF NORTH AMERICA	0.586
NURSING CLINICS OF NORTH AMERICA	0.586
NeuroQuantology	0.586
ACTA CARSOLOGICA	0.585
REVIEW OF RELIGIOUS RESEARCH	0.585
ACTA METALLURGICA SINICA	0.584
SOUTHERN ECONOMIC JOURNAL	0.584
STUDIES IN PHILOSOPHY AND EDUCATION	0.584
ACTA MATHEMATICA HUNGARICA	0.583
CHINESE JOURNAL OF STRUCTURAL CHEMISTRY	0.583
TRANSFORMATION GROUPS	0.583
World Rabbit Science	0.583
Boletin de la Sociedad Geologica Mexicana	0.582
International Journal of Oil Gas and Coal Technology	0.582
Nations and Nationalism	0.582
Amfiteatru Economic	0.581
EDUCATIONAL STUDIES	0.581
FOLIA BIOLOGICA-KRAKOW	0.581
JOURNAL OF ECONOMIC ISSUES	0.581
Problems of Information Transmission	0.581
Puerto Rico Health Sciences Journal	0.581
Russian Journal of Physical Chemistry A	0.581
SWEDISH DENTAL JOURNAL	0.581
ARCHIVES ITALIENNES DE BIOLOGIE	0.580
Geografie	0.580
Journal of Web Engineering	0.580
INTERFACES	0.579
INTERFACES	0.579
JOURNAL OF ORGANIZATIONAL COMPUTING AND ELECTRONIC COMMERCE	0.579
Journal of the Korean Statistical Society	0.579
Legal Studies	0.579
B-ENT	0.578
FUSION SCIENCE AND TECHNOLOGY	0.578
LINGUA	0.578
Russian Journal of Physical Chemistry B	0.578
STUDIES IN CONSERVATION	0.578
Turkish Journal of Electrical Engineering and Computer Sciences	0.578
China Agricultural Economic Review	0.577
China Agricultural Economic Review	0.577
Hague Journal on the Rule of Law	0.577
KEW BULLETIN	0.577
Acta Orthopaedica Belgica	0.576
Asia-Pacific Education Researcher	0.576
Australian Accounting Review	0.576
EURASIAN SOIL SCIENCE	0.576
Economics of Governance	0.576
Ginekologia Polska	0.576
International Journal of Disability Development and Education	0.576
Journal of Behavioral FInance	0.576
Journal of Exercise Science & Fitness	0.576
REVUE DES MALADIES RESPIRATOIRES	0.576
South African Journal of Industrial Engineering	0.576
CYBIUM	0.575
European Journal of International Management	0.575
JOURNAL OF MICROWAVE POWER AND ELECTROMAGNETIC ENERGY	0.575
Journal of Pension Economics & Finance	0.575
LOGIC JOURNAL OF THE IGPL	0.575
ANIMAL BIOLOGY	0.574
CHEMICAL ENGINEERING PROGRESS	0.574
INFORMATION RESEARCH-AN INTERNATIONAL ELECTRONIC JOURNAL	0.574
JOURNAL OF SOCIAL SERVICE RESEARCH	0.574
Statistical Methods and Applications	0.574
CLINICAL DYSMORPHOLOGY	0.573
ENTOMOLOGICAL RESEARCH	0.573
INTERNATIONAL SOCIAL WORK	0.573
Revista da Escola de Enfermagem da USP	0.573
Revista da Escola de Enfermagem da USP	0.573
STOCHASTIC ANALYSIS AND APPLICATIONS	0.573
Water Science and Technology-Water Supply	0.573
Journal of Applied Spectroscopy	0.572
ACTA PHYSIOLOGICA HUNGARICA	0.571
ARCHIVES OF METALLURGY AND MATERIALS	0.571
Contemporary Politics	0.571
Education and Treatment of Children	0.571
European Integration Online Papers-EIOP	0.571
MOLECULAR CRYSTALS AND LIQUID CRYSTALS	0.571
NAGOYA MATHEMATICAL JOURNAL	0.571
PLATINUM METALS REVIEW	0.571
Polimeros-Ciencia e Tecnologia	0.571
STUDIES IN AMERICAN POLITICAL DEVELOPMENT	0.571
INTERNATIONAL REVIEW OF LAW AND ECONOMICS	0.570
POLITICAL QUARTERLY	0.570
Asia Europe Journal	0.569
British Politics	0.569
Communication Disorders Quarterly	0.569
ELECTRICAL ENGINEERING	0.569
J-FOR-Journal of Science & Technology for Forest Products and Processes	0.569
TROPICAL JOURNAL OF PHARMACEUTICAL RESEARCH	0.569
INDIAN JOURNAL OF CHEMICAL TECHNOLOGY	0.568
JOURNAL OF LATIN AMERICAN STUDIES	0.568
Human Service Organizations Management Leadership & Governance	0.567
JOURNAL FRANCAIS D OPHTALMOLOGIE	0.567
JOURNAL OF MATHEMATICAL SOCIOLOGY	0.567
JOURNAL OF MATHEMATICAL SOCIOLOGY	0.567
Journal of Mental Health Research in Intellectual Disabilities	0.567
QUIMICA NOVA	0.567
ACSMS HEALTH & FITNESS JOURNAL	0.566
Educational Philosophy and Theory	0.566
Genes & Genomics	0.566
HORTICULTURAL SCIENCE	0.566
Differential and Integral Equations	0.565
Education as Change	0.565
International Insolvency Review	0.565
MAIN GROUP CHEMISTRY	0.565
MONTHLY LABOR REVIEW	0.565
PROCEEDINGS OF THE YORKSHIRE GEOLOGICAL SOCIETY	0.565
FOOD BIOTECHNOLOGY	0.564
JOURNAL OF ADVANCED OXIDATION TECHNOLOGIES	0.564
ACTA ARITHMETICA	0.563
CRYSTALLOGRAPHY REPORTS	0.563
JOURNAL OF SOUTHERN AFRICAN STUDIES	0.563
ACM Transactions on Asian and Low-Resource Language Information Processing	0.562
Chinese Journal of Communication	0.562
JOURNAL OF SWINE HEALTH AND PRODUCTION	0.562
NETWORK-COMPUTATION IN NEURAL SYSTEMS	0.562
PROBABILITY IN THE ENGINEERING AND INFORMATIONAL SCIENCES	0.562
GROWTH AND CHANGE	0.561
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca	0.560
BOLETIN DE LA SOCIEDAD ESPANOLA DE CERAMICA Y VIDRIO	0.560
Iranian Journal of Fuzzy Systems	0.560
Revista Romana de Materiale-Romanian Journal of Materials	0.560
Turkish Neurosurgery	0.560
Expert Opinion on Orphan Drugs	0.559
International Journal of Aeroacoustics	0.559
International Journal of Sports Science & Coaching	0.559
Target-International Journal of Translation Studies	0.559
ACTA SCIENTIARUM-AGRONOMY	0.558
ANNALS OF SAUDI MEDICINE	0.558
Australian Journal of Adult Learning	0.558
ECONOMICS LETTERS	0.558
International Review of Finance	0.558
LIBRARY QUARTERLY	0.558
POLYMER-KOREA	0.558
RAIRO-THEORETICAL INFORMATICS AND APPLICATIONS	0.558
Transactions of the Indian Ceramic Society	0.558
JOURNAL OF SCIENTIFIC & INDUSTRIAL RESEARCH	0.557
PERIODICA POLYTECHNICA-CHEMICAL ENGINEERING	0.557
Cement Wapno Beton	0.556
Geneva Risk and Insurance Review	0.556
ITALIAN JOURNAL OF FOOD SCIENCE	0.556
Journal fur Verbraucherschutz und Lebensmittelsicherheit-Journal of Consumer Protection and Food Safety	0.556
Journal of Systems Science & Complexity	0.556
PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS	0.556
PROGRAM-ELECTRONIC LIBRARY AND INFORMATION SYSTEMS	0.556
SPE DRILLING & COMPLETION	0.556
Transformations in Business & Economics	0.556
COLLOQUIUM MATHEMATICUM	0.555
Iranian Journal of Radiology	0.554
Japan Journal of Nursing Science	0.554
Japan Journal of Nursing Science	0.554
Oral Radiology	0.554
Space and Culture	0.554
World Review of Nutrition and Dietetics	0.554
GAYANA	0.553
JOURNAL OF HISTORICAL SOCIOLOGY	0.553
RUSSIAN JOURNAL OF GENERAL CHEMISTRY	0.553
ADVANCES IN GEOMETRY	0.552
DEUTSCHE MEDIZINISCHE WOCHENSCHRIFT	0.552
Diachronica	0.552
Neurosciences	0.552
FERROELECTRICS	0.551
OCEANIA	0.551
Archives of Mining Sciences	0.550
JOURNAL OF LEGAL EDUCATION	0.550
PEDIATRIC NEUROSURGERY	0.550
RAIRO-OPERATIONS RESEARCH	0.550
RUSSIAN JOURNAL OF GENETICS	0.550
Spanish Journal of Finance and Accounting-Revista Espanola de Financiacion y Contabilida	0.550
Ensenanza de Las Ciencias	0.549
JOURNAL OF CHEMICAL CRYSTALLOGRAPHY	0.549
JOURNAL OF SEISMIC EXPLORATION	0.549
Australian and New Zealand Journal of Family Therapy	0.548
BULLETIN OF THE AUSTRALIAN MATHEMATICAL SOCIETY	0.548
COMPUTATIONAL GEOMETRY-THEORY AND APPLICATIONS	0.548
CRITIQUE OF ANTHROPOLOGY	0.548
Engineering Management Journal	0.548
Engineering Management Journal	0.548
JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION	0.548
Journal of Logic Language and Information	0.548
Journal of Public Economic Theory	0.548
NEUROCIRUGIA	0.548
NORTHWEST SCIENCE	0.548
PHYLLOMEDUSA	0.548
SOCIAL BEHAVIOR AND PERSONALITY	0.548
TOHOKU MATHEMATICAL JOURNAL	0.548
JOURNAL OF TESTING AND EVALUATION	0.547
Journal of Aggression Maltreatment & Trauma	0.547
Journal of Commutative Algebra	0.547
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-WATER MANAGEMENT	0.547
HISTORICAL METHODS	0.545
IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING	0.545
JOURNAL OF LABOR RESEARCH	0.545
REVISTA BRASILEIRA DE ZOOTECNIA-BRAZILIAN JOURNAL OF ANIMAL SCIENCE	0.545
AMERICAN CRIMINAL LAW REVIEW	0.544
ARQUIVOS BRASILEIROS DE OFTALMOLOGIA	0.544
Annals of Combinatorics	0.544
OCEANOLOGICAL AND HYDROBIOLOGICAL STUDIES	0.544
PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-GEOTECHNICAL ENGINEERING	0.544
Archive for the Psychology of Religion-Archiv fur Religionspsychologie	0.543
BLUMEA	0.543
ELECTRONIC JOURNAL OF COMBINATORICS	0.543
JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION	0.543
Pacific Journal of Optimization	0.543
Politikon	0.543
REFRACTORIES AND INDUSTRIAL CERAMICS	0.543
HETEROCYCLIC COMMUNICATIONS	0.542
INTERNATIONAL JOURNAL OF MATHEMATICS	0.542
JOURNAL OF THE JAPANESE AND INTERNATIONAL ECONOMIES	0.542
Mathematical Control and Related Fields	0.542
PESQUISA AGROPECUARIA BRASILEIRA	0.542
City & Community	0.541
International Journal of Clothing Science and Technology	0.541
REVISTA MEXICANA DE PSICOLOGIA	0.541
RUSSIAN JOURNAL OF COORDINATION CHEMISTRY	0.541
TRANSACTIONS OF THE JAPAN SOCIETY FOR AERONAUTICAL AND SPACE SCIENCES	0.541
Clinical Lipidology	0.540
Dermatologica Sinica	0.540
LAW LIBRARY JOURNAL	0.540
STATISTICS & PROBABILITY LETTERS	0.540
TRACE ELEMENTS AND ELECTROLYTES	0.540
Journal of Management & Organization	0.539
REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH	0.539
Acta Ortopedica Brasileira	0.538
Baltica	0.538
EXPERIMENTAL MATHEMATICS	0.538
GESUNDHEITSWESEN	0.538
GLASS PHYSICS AND CHEMISTRY	0.538
HISTORY WORKSHOP JOURNAL	0.538
IDS BULLETIN-INSTITUTE OF DEVELOPMENT STUDIES	0.538
JOURNAL OF HORTICULTURAL SCIENCE & BIOTECHNOLOGY	0.538
MONTHLY REVIEW-AN INDEPENDENT SOCIALIST MAGAZINE	0.538
MYCOTAXON	0.538
INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE	0.537
Lithuanian Journal of Physics	0.537
Journal of Food Measurement and Characterization	0.536
MATHEMATICAL PROCEEDINGS OF THE CAMBRIDGE PHILOSOPHICAL SOCIETY	0.536
STRENGTH AND CONDITIONING JOURNAL	0.536
Salud Colectiva	0.536
Anthropology Southern Africa	0.535
Asian Economic Papers	0.535
Experimental and Clinical Transplantation	0.535
Journal of Oil Palm Research	0.535
Nephrology Nursing Journal	0.535
Nephrology Nursing Journal	0.535
STUDIA MATHEMATICA	0.535
Acta Geographica Slovenica-Geografski Zbornik	0.533
China Petroleum Processing & Petrochemical Technology	0.533
PACIFIC JOURNAL OF MATHEMATICS	0.533
RUSSIAN JOURNAL OF NEMATOLOGY	0.533
TRANSACTIONS OF THE INDIAN INSTITUTE OF METALS	0.533
ANIMAL BIODIVERSITY AND CONSERVATION	0.532
Czech Journal of Genetics and Plant Breeding	0.532
Zeitschrift der Deutschen Gesellschaft fur Geowissenschaften	0.532
JAPANESE PSYCHOLOGICAL RESEARCH	0.531
Science and Technology of Nuclear Installations	0.531
Chungara-Revista de Antropologia Chilena	0.530
Rechtsmedizin	0.530
Baltic Journal of Economics	0.529
HORTTECHNOLOGY	0.529
International Journal of Maritime Engineering	0.529
JARQ-JAPAN AGRICULTURAL RESEARCH QUARTERLY	0.529
JOURNAL OF GEOGRAPHY IN HIGHER EDUCATION	0.529
Journal of Pseudo-Differential Operators and Applications	0.529
Journal of Systems Engineering and Electronics	0.529
Notfall & Rettungsmedizin	0.529
PROBUS	0.529
RUSSIAN CHEMICAL BULLETIN	0.529
Serbian Astronomical Journal	0.529
Energy Sources Part A-Recovery Utilization and Environmental Effects	0.527
INSIGHT	0.527
International Journal of Number Theory	0.527
JOURNAL OF ASIAN AND AFRICAN STUDIES	0.527
JOURNAL OF CONTEMPORARY HISTORY	0.527
Infancia y Aprendizaje	0.526
Russian Journal of Marine Biology	0.526
SEMIGROUP FORUM	0.526
AERONAUTICAL JOURNAL	0.525
Journal of Electrical Engineering & Technology	0.525
Journal of K-Theory	0.525
ZOOLOGY IN THE MIDDLE EAST	0.525
AQUATIC INSECTS	0.524
JOURNAL OF OPERATOR THEORY	0.524
MATERIALWISSENSCHAFT UND WERKSTOFFTECHNIK	0.524
STATISTICA NEERLANDICA	0.524
Social Dynamics-A Journal of African Studies	0.524
TOPICS IN LANGUAGE DISORDERS	0.524
APPLIED CATEGORICAL STRUCTURES	0.523
Acta Scientiarum Polonorum-Hortorum Cultus	0.523
Clinical Case Studies	0.523
Dyna	0.522
Journal of Politeness Research-Language Behaviour Culture	0.522
Turk Psikiyatri Dergisi	0.522
DOKLADY PHYSICS	0.521
INDIAN JOURNAL OF PURE & APPLIED PHYSICS	0.521
Journal of Korean Academy of Nursing	0.521
Journal of Korean Academy of Nursing	0.521
Mathematical Modelling and Analysis	0.521
Medizinische Klinik-Intensivmedizin und Notfallmedizin	0.521
ACTA ZOOLOGICA ACADEMIAE SCIENTIARUM HUNGARICAE	0.520
BOSQUE	0.520
CAHIERS DE BIOLOGIE MARINE	0.520
Latin American Economic Review	0.520
PRAMANA-JOURNAL OF PHYSICS	0.520
AIRCRAFT ENGINEERING AND AEROSPACE TECHNOLOGY	0.519
DOKLADY EARTH SCIENCES	0.519
Education and Training in Autism and Developmental Disabilities	0.519
International Review of Research in Developmental Disabilities	0.519
JOURNAL OF AVIAN MEDICINE AND SURGERY	0.519
REVISTA MEDICA DE CHILE	0.519
Risk Management-Journal of Risk Crisis and Disaster	0.519
SENSORS AND MATERIALS	0.519
SOCIOLOGICAL RESEARCH ONLINE	0.519
ZEITSCHRIFT FUR ETHNOLOGIE	0.519
CANADIAN VETERINARY JOURNAL-REVUE VETERINAIRE CANADIENNE	0.518
JOURNAL OF CARDIAC SURGERY	0.518
JOURNAL OF WORLD TRADE	0.518
Cold War History	0.517
HAHR-Hispanic American Historical Review	0.517
IEEJ Transactions on Electrical and Electronic Engineering	0.517
Journal of East Asian Studies	0.517
Journal of Global Information Management	0.517
NEW ZEALAND ENTOMOLOGIST	0.517
Progress in Community Health Partnerships-Research Education and Action	0.517
ACTA BOTANICA CROATICA	0.516
CARYOLOGIA	0.516
DESIGN AUTOMATION FOR EMBEDDED SYSTEMS	0.516
EKOLOJI	0.516
ELECTROMAGNETICS	0.516
Food Culture & Society	0.516
Journal of Experimental Psychopathology	0.516
Journal of Mens Health	0.516
Journal of Mens Health	0.516
Revista Ciencia Agronomica	0.516
SCIENCE & SPORTS	0.516
Zeitschrift fur Wirtschaftsgeographie	0.516
IET Computers and Digital Techniques	0.515
Journal of Semiconductor Technology and Science	0.515
CHINESE JOURNAL OF PHYSICS	0.514
Environment Protection Engineering	0.514
Grundwasser	0.514
JOURNAL OF THE CANADIAN DENTAL ASSOCIATION	0.514
Journal of Friction and Wear	0.514
MINDS AND MACHINES	0.514
ANNALES DE LA SOCIETE ENTOMOLOGIQUE DE FRANCE	0.513
CHINESE JOURNAL OF ELECTRONICS	0.513
Econometrics Journal	0.513
Econometrics Journal	0.513
Journal of Agromedicine	0.512
NOVON	0.512
Survey Methodology	0.512
Survey Methodology	0.512
GEOLOGY OF ORE DEPOSITS	0.511
INTERNATIONAL JOURNAL OF FINANCE & ECONOMICS	0.511
JOURNAL OF SYMBOLIC LOGIC	0.511
Journal of Nano Research	0.511
STUDIA PSYCHOLOGICA	0.511
REVISTA ARGENTINA DE MICROBIOLOGIA	0.510
SCOTTISH MEDICAL JOURNAL	0.510
Fluid Dynamics	0.509
Numerical Mathematics-Theory Methods and Applications	0.509
PATHOLOGE	0.509
Geofisica Internacional	0.508
Journal of Baltic Science Education	0.508
Journal of Beliefs & Values-Studies in Religion & Education	0.508
Politics and Religion	0.508
VITIS	0.508
INTERNATIONAL JOURNAL	0.507
International Journal of Surface Science and Engineering	0.507
JOURNAL OF NONPARAMETRIC STATISTICS	0.507
ACTA BIOLOGICA HUNGARICA	0.506
JOURNAL OF CHILD & ADOLESCENT SUBSTANCE ABUSE	0.506
NATURAL LANGUAGE & LINGUISTIC THEORY	0.506
APPLIED ENGINEERING IN AGRICULTURE	0.505
ASTROPHYSICS	0.505
JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY	0.505
TEACHING OF PSYCHOLOGY	0.505
DOKLADY PHYSICAL CHEMISTRY	0.504
IEICE TRANSACTIONS ON ELECTRONICS	0.503
Moscow University Physics Bulletin	0.503
Spanish Journal of Psychology	0.502
Spanish Journal of Psychology	0.502
ACM Journal on Computing and Cultural Heritage	0.500
AFRICAN JOURNAL OF HERPETOLOGY	0.500
AMERICAN BANKRUPTCY LAW JOURNAL	0.500
AMERICAN JOURNAL OF FAMILY THERAPY	0.500
Africa Spectrum	0.500
BULLETIN OF THE GEOLOGICAL SOCIETY OF FINLAND	0.500
CANADIAN JOURNAL OF DIETETIC PRACTICE AND RESEARCH	0.500
DEFENCE SCIENCE JOURNAL	0.500
EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE	0.500
Gedrag & Organisatie	0.500
Health Promotion and Chronic Disease Prevention in Canada-Research Policy and Practice	0.500
IEEE Pulse	0.500
International Journal of Biostatistics	0.500
International Journal of Sport Finance	0.500
JOURNAL OF POST KEYNESIAN ECONOMICS	0.500
Journal of Australian Political Economy	0.500
Journal of Engineered Fibers and Fabrics	0.500
Journal of Grey System	0.500
Journal of Ship Production and Design	0.500
Journal of Symplectic Geometry	0.500
LC GC NORTH AMERICA	0.500
Lithuanian Mathematical Journal	0.500
Molecular & Cellular Biomechanics	0.500
Notes and Records-The Royal Society Journal of the History of Science	0.500
ORNITHOLOGICAL SCIENCE	0.500
OUTLOOK ON AGRICULTURE	0.500
PHYTON-ANNALES REI BOTANICAE	0.500
Review of Network Economics	0.500
Revista Iberoamericana de Automatica e Informatica Industrial	0.500
SOCIETY	0.500
SOLAR SYSTEM RESEARCH	0.500
Systems Engineering	0.500
THALASSAS	0.500
Theoretical and Experimental Chemistry	0.500
Transactions of FAMENA	0.500
ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE	0.500
ZEITSCHRIFT FUR DIALEKTOLOGIE UND LINGUISTIK	0.500
Acta Medica Portuguesa	0.498
CHINESE JOURNAL OF CHEMICAL PHYSICS	0.498
Acta Clinica Croatica	0.497
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS	0.497
INDIAN JOURNAL OF CANCER	0.497
Journal of Nanoelectronics and Optoelectronics	0.497
Botanical Sciences	0.496
CANADIAN JOURNAL OF ECONOMICS-REVUE CANADIENNE D ECONOMIQUE	0.496
CEREAL RESEARCH COMMUNICATIONS	0.496
COLEOPTERISTS BULLETIN	0.496
JOURNAL OF CONVEX ANALYSIS	0.496
Solid Fuel Chemistry	0.496
